x,y
-31.73287875720802,33.41016969584856
-31.48287875720802,34.07668309823894
-31.23287875720802,45.11174033635635
-30.98287875720802,52.63325768703756
-30.73287875720802,56.25077865169854
-30.48287875720802,62.23707800023388
-30.23287875720802,66.5106853250133
-29.98287875720802,81.75955325632141
-29.73287875720802,89.12540694261808
-29.48287875720802,91.78796042167987
-29.23287875720802,94.59004468694968
-28.98287875720802,106.27635082251997
-28.73287875720802,106.27635082251997
-28.48287875720802,123.59667407097349
-28.23287875720802,141.22223812938518
-27.98287875720802,141.22223812938515
-27.73287875720802,168.94729681712474
-27.48287875720802,168.94729681712474
-27.23287875720802,187.13769087714664
-26.98287875720802,204.3130471511496
-26.73287875720802,204.3130471511496
-26.48287875720802,211.75183666643747
-26.23287875720802,218.56464707158185
-25.98287875720802,238.97987303464132
-25.73287875720802,252.11854183877503
-25.48287875720802,264.3187007311143
-25.23287875720802,275.4365067806705
-24.98287875720802,275.4365067806705
-24.73287875720802,312.295519777982
-24.48287875720802,312.295519777982
-24.23287875720802,339.6826068564314
-23.98287875720802,339.68260685643145
-23.73287875720802,380.656513216409
-23.48287875720802,380.6565132164091
-23.23287875720802,393.6345420717161
-22.98287875720802,412.3872886022141
-22.73287875720802,433.27339142832557
-22.48287875720802,443.56415391281047
-22.23287875720802,473.9118305284549
-21.98287875720802,492.6614490887878
-21.73287875720802,505.49645168263197
-21.48287875720802,523.4693897603335
-21.23287875720802,523.4693897603335
-20.98287875720802,568.5611429706711
-20.73287875720802,591.788719038642
-20.48287875720802,591.788719038642
-20.23287875720802,615.2219647004041
-19.98287875720802,645.9460311109311
-19.73287875720802,675.2759220521674
-19.48287875720802,690.221084482157
-19.23287875720802,706.3100098214954
-18.98287875720802,735.6142624185031
-18.73287875720802,758.1591498222145
-18.48287875720802,775.735965969479
-18.23287875720802,797.1099166823773
-17.98287875720802,829.6255785411399
-17.73287875720802,846.4018627134493
-17.48287875720802,877.633664833424
-17.23287875720802,898.209265441551
-16.98287875720802,1800.2946801866146
-16.73287875720802,2700.578344063613
-16.48287875720802,3592.9064411669933
-16.23287875720802,3592.9064411669933
-15.98287875720802,3586.1185115634853
-15.73287875720802,3578.821260650259
-15.48287875720802,3578.821260650259
-15.23287875720802,3571.306089022514
-14.98287875720802,3568.082777696832
-14.73287875720802,3553.8632602161165
-14.48287875720802,3539.653312896544
-14.23287875720802,3528.6111224379038
-13.98287875720802,3516.2577695696036
-13.73287875720802,3493.456673603001
-13.48287875720802,3484.4551319097577
-13.23287875720802,3450.30111259803
-12.98287875720802,3437.0504597778854
-12.73287875720802,3403.8256452429573
-12.48287875720802,3381.761107446062
-12.23287875720802,3332.2713517245543
-11.98287875720802,3309.8933403114293
-11.73287875720802,3284.915865671665
-11.48287875720802,3194.419981504021
-11.23287875720802,3149.9555996752515
-10.98287875720802,3101.5345402938933
-10.73287875720802,3072.70708625688
-10.48287875720802,3072.70708625688
-10.23287875720802,2857.600186389794
-9.98287875720802,2857.600186389794
-9.73287875720802,2795.580160033341
-9.48287875720802,2738.0906194387458
-9.23287875720802,2677.844677652069
-8.98287875720802,2528.4407264137158
-8.73287875720802,2448.908234989563
-8.48287875720802,2448.908234989563
-8.23287875720802,2299.8832690554705
-7.98287875720802,2137.1732322301073
-7.73287875720802,1946.452056005831
-7.48287875720802,1851.9084820130793
-7.23287875720802,1773.6479217982512
-6.98287875720802,1705.8147596701613
-6.73287875720802,1550.0302331332696
-6.48287875720802,1409.2171638021362
-6.23287875720802,1184.648294838335
-5.98287875720802,1083.4395537460505
-5.73287875720802,945.1499544279478
-5.48287875720802,830.5203503215049
-5.23287875720802,830.5203503215049
-4.98287875720802,539.1468366742675
-4.73287875720802,-110.1375561763602
-4.48287875720802,-110.1375561763602
-4.23287875720802,-236.9630954942451
-3.98287875720802,-303.5784245389534
-3.73287875720802,-594.2760582290698
-3.48287875720802,-763.6139806366956
-3.23287875720802,-1090.0389074222073
-2.98287875720802,-1407.4217789137256
-2.73287875720802,-1545.117514178147
-2.48287875720802,-1752.758981842756
-2.23287875720802,-2368.119421844718
-1.9828787572080202,-2368.119421844718
-1.7328787572080202,-2687.412807612885
-1.4828787572080202,-2938.5870623595442
-1.2328787572080202,-3144.088087952181
-0.9828787572080202,-3642.5741705319365
-0.7328787572080202,-3881.135446343515
-0.4828787572080202,-4114.066438176909
-0.2328787572080202,-4455.94234719779
0.017121242791979796,-4455.94234719779
0.2671212427919798,-5179.7245545745345
0.5171212427919798,-5829.7888057008995
0.7671212427919798,-6453.479818015847
1.0171212427919798,-6453.479818015847
1.2671212427919798,-7003.261684213533
1.5171212427919798,-7195.196621718916
1.7671212427919798,-7438.51319406082
2.01712124279198,-70297077022.695
2.26712124279198,-70297077022.34315
2.51712124279198,-70297077021.82918
2.76712124279198,-70297077020.2016
3.01712124279198,-70297077019.4174
3.26712124279198,-70297077019.32965
3.51712124279198,-70297077017.709
3.76712124279198,-70297077016.51054
4.01712124279198,-70297077016.15572
4.26712124279198,-70297077016.03123
4.51712124279198,-70297077015.08708
4.76712124279198,-70297077014.14119
5.01712124279198,-70297077012.6919
5.26712124279198,-70297077011.70317
5.51712124279198,-70297077010.87286
5.76712124279198,-70297077011.16737
6.01712124279198,-70297077010.39378
6.26712124279198,-70297077009.25017
6.51712124279198,-70297077009.25017
6.76712124279198,-70297077006.57231
7.01712124279198,-70297077005.3838
7.26712124279198,-70297077005.3838
7.51712124279198,-70297077005.38382
7.76712124279198,-70297077003.88252
8.01712124279198,-70297077001.96754
8.26712124279198,-70297077001.96754
8.51712124279198,-70297077001.96754
8.76712124279198,-70297077000.1266
9.01712124279198,-70297076998.52922
9.26712124279198,-70297076997.84212
9.51712124279198,-70297076997.31187
9.76712124279198,-70297076996.7511
10.01712124279198,-70297076996.18681
10.26712124279198,-70297076995.18791
10.51712124279198,-70297076995.60281
10.76712124279198,-70297076994.34341
11.01712124279198,-70297076991.98341
11.26712124279198,-70297076991.98341
11.51712124279198,-70297076991.4237
11.76712124279198,-70297076990.75584
12.01712124279198,-70297076990.62987
12.26712124279198,-70297076990.62987
12.51712124279198,-70297076988.09328
12.76712124279198,-70297076987.33167
13.01712124279198,-70297076987.69514
13.26712124279198,-70297076985.54405
13.51712124279198,-70297076984.49011
13.76712124279198,-70297076982.30687
14.01712124279198,-70297076982.30687
14.26712124279198,-70297076982.86053
14.51712124279198,-70297076981.3394
14.76712124279198,-70297076980.85295
15.01712124279198,-70297076980.35689
15.26712124279198,-70297076979.13863
15.51712124279198,-70297076978.92647
15.76712124279198,-70297076977.72389
16.01712124279198,-70297076977.72389
16.26712124279198,-70297076974.477
16.51712124279198,-70297076974.477
16.76712124279198,-70297076973.9145
17.01712124279198,-70297076974.27812
17.26712124279198,-70297076972.4664
17.51712124279198,-70297076971.99005
17.76712124279198,-70297076971.87624
18.01712124279198,-70297076970.03447
18.26712124279198,-70297076968.25818
18.51712124279198,-70297076967.81227
18.76712124279198,-70297076967.81227
19.01712124279198,-70297076966.61711
19.26712124279198,-70297076965.7035
19.51712124279198,-70297076965.7035
19.76712124279198,-70297076963.69946
20.01712124279198,-70297076962.4527
20.26712124279198,-70297076962.45271
